29.8.2017;Adlershof;Jouis Nour;4;bio, vegetarian;Kartoffel-Frischkäsesuppe mit frischem Dill
29.8.2017;Adlershof;Jouis Nour;6.5;bio;Berliner Jägerschnitzel mit Tomatensauce und Spirelli
29.8.2017;Adlershof;Jouis Nour;5.9;bio, vegetarian;Getreide-Gemüse-Taler mit Sesamsauce und buntem Salat
30.8.2017;Adlershof;Jouis Nour;4;bio, vegetarian;Kürbis-Cremesuppe mit Orangen und Ingwer dazu Sesam
30.8.2017;Adlershof;Jouis Nour;7.5;bio;Cordon Bleu vom Schwein mit Brokkoli und Kartoffelstampf
30.8.2017;Adlershof;Jouis Nour;5.9;bio, vegetarian;Farfalle mit Pilz-Ragout und Cherrytomaten dazu geriebenen Käse
31.8.2017;Adlershof;Jouis Nour;4.5;bio;Berliner Erbsensuppe mit Wiener Würstchen
31.8.2017;Adlershof;Jouis Nour;7.9;fish;Gebratenes Zanderfilet auf Karotten-Lauch-Rahm und Kräuterreis
31.8.2017;Adlershof;Jouis Nour;5.5;bio, vegetarian;Vollkorn-Spaghetti mit Pesto und Tomatenwürfeln
17.7.2017;Adlershof;FOOD;5;vegetarian;Leckerer Rucola-Salat mit Champignon, Parmaschinken und Parmesan
17.7.2017;Adlershof;FOOD;6;;Pasta der Woche: Spätzle mit Käse, Cherrytomaten und Bacon
17.7.2017;Adlershof;FOOD;7;fish;Das „Mr. Tentacles“- Sandwich mit Oktopus, Karottenpüree, Sellerie und Dill
18.7.2017;Adlershof;FOOD;5;vegetarian;Leckerer Rucola-Salat mit Champignon, Parmaschinken und Parmesan
18.7.2017;Adlershof;FOOD;6;;Pasta der Woche: Spätzle mit Käse, Cherrytomaten und Bacon
18.7.2017;Adlershof;FOOD;7;fish;Das „Mr. Tentacles“- Sandwich mit Oktopus, Karottenpüree, Sellerie und Dill
19.7.2017;Adlershof;FOOD;5;vegetarian;Leckerer Rucola-Salat mit Champignon, Parmaschinken und Parmesan
19.7.2017;Adlershof;FOOD;6;;Pasta der Woche: Spätzle mit Käse, Cherrytomaten und Bacon
19.7.2017;Adlershof;FOOD;7;fish;Das „Mr. Tentacles“- Sandwich mit Oktopus, Karottenpüree, Sellerie und Dill
20.7.2017;Adlershof;FOOD;5;vegetarian;Leckerer Rucola-Salat mit Champignon, Parmaschinken und Parmesan
20.7.2017;Adlershof;FOOD;6;;Pasta der Woche: Spätzle mit Käse, Cherrytomaten und Bacon
20.7.2017;Adlershof;FOOD;7;fish;Das „Mr. Tentacles“- Sandwich mit Oktopus, Karottenpüree, Sellerie und Dill
