"date","business","dish","price"
"11.07.2017","Mediterrane Ratatouillesuppe","","esswirtschaft",""
"12.07.2017","Mediterrane Ratatouillesuppe","","esswirtschaft",""
"13.07.2017","Mediterrane Ratatouillesuppe","","esswirtschaft",""
"14.07.2017","Mediterrane Ratatouillesuppe","","esswirtschaft",""
"10.07.2017","Curry-Lamm-Kartoffeln mit Kichererbsen und Basmatireis","","esswirtschaft",""
"10.07.2017","Schupfnudelpfanne mit Gemüse und frittiertem Rucola","","esswirtschaft","vegetarian"
"11.07.2017","Kasselernacken mit Sauerkraut, dazu Kartoffeln","","esswirtschaft",""
"11.07.2017","Spaghettini mit Provolone, Olivenöl und Rucola","","esswirtschaft","vegetarian"
"12.07.2017","Schweinefleisch Hoi Sin mit Gemüse, dazu Mie Nudeln","","esswirtschaft",""
"12.07.2017","Leichtes Gemüsecurry mit Shiitake-Pilzen und Basmatireis","","esswirtschaft","vegetarian"
"13.07.2017","Jägerschnitzel mit Tomatensauce und Spiralnudeln","","esswirtschaft",""
"13.07.2017","Lauch-Zwiebel-Quiche mit Rauke und Parmesan","","esswirtschaft","vegetarian"
"14.07.2017","Hokifilet Müllerinnen Art  in Honig-Senf-Sauce, dazu Reis","","esswirtschaft",""
"14.07.2017","Ragout von mediterranem Gemüse mit Rosmarin-kartoffeln und Rucolasalat","","esswirtschaft","vegetarian"
"ingredients","business","price","date","dish"
"","esswirtschaft","","10.07.2017","Hähnchen in Paprikarahmsauce mit Reis"
"","esswirtschaft","","11.07.2017","Hähnchen in Paprikarahmsauce mit Reis"
"","esswirtschaft","","12.07.2017","Hähnchen in Paprikarahmsauce mit Reis"
"","esswirtschaft","","13.07.2017","Hähnchen in Paprikarahmsauce mit Reis"
"","esswirtschaft","","14.07.2017","Hähnchen in Paprikarahmsauce mit Reis"
"","esswirtschaft","","10.07.2017","Salatherzen mit Ceasar Dressing und gebratener Hähnchenbrust"
"","esswirtschaft","","11.07.2017","Salatherzen mit Ceasar Dressing und gebratener Hähnchenbrust"
"","esswirtschaft","","12.07.2017","Salatherzen mit Ceasar Dressing und gebratener Hähnchenbrust"
"","esswirtschaft","","13.07.2017","Salatherzen mit Ceasar Dressing und gebratener Hähnchenbrust"
"","esswirtschaft","","14.07.2017","Salatherzen mit Ceasar Dressing und gebratener Hähnchenbrust"
"vegetarian","esswirtschaft","","10.07.2017","Kartoffelsalat im Glas, mit Rucola, Oliven, Tomaten, Parmesan und Cranberrydressing"
"vegetarian","esswirtschaft","","11.07.2017","Kartoffelsalat im Glas, mit Rucola, Oliven, Tomaten, Parmesan und Cranberrydressing"
"vegetarian","esswirtschaft","","12.07.2017","Kartoffelsalat im Glas, mit Rucola, Oliven, Tomaten, Parmesan und Cranberrydressing"
"vegetarian","esswirtschaft","","13.07.2017","Kartoffelsalat im Glas, mit Rucola, Oliven, Tomaten, Parmesan und Cranberrydressing"
"vegetarian","esswirtschaft","","14.07.2017","Kartoffelsalat im Glas, mit Rucola, Oliven, Tomaten, Parmesan und Cranberrydressing"
"","esswirtschaft","","10.07.2017","Tunesische Currysuppe mit Huhn"
"","esswirtschaft","","11.07.2017","Tunesische Currysuppe mit Huhn"
"","esswirtschaft","","12.07.2017","Tunesische Currysuppe mit Huhn"
"","esswirtschaft","","13.07.2017","Tunesische Currysuppe mit Huhn"
"","esswirtschaft","","14.07.2017","Tunesische Currysuppe mit Huhn"
"","esswirtschaft","","10.07.2017","Möhrensuppe mit Pute"
"","esswirtschaft","","11.07.2017","Möhrensuppe mit Pute"
"","esswirtschaft","","12.07.2017","Möhrensuppe mit Pute"
"","esswirtschaft","","13.07.2017","Möhrensuppe mit Pute"
"","esswirtschaft","","14.07.2017","Möhrensuppe mit Pute"
"","esswirtschaft","","10.07.2017","Mediterrane Ratatouillesuppe"
"","esswirtschaft","","11.07.2017","Mediterrane Ratatouillesuppe"
"","esswirtschaft","","12.07.2017","Mediterrane Ratatouillesuppe"
"","esswirtschaft","","13.07.2017","Mediterrane Ratatouillesuppe"
"","esswirtschaft","","14.07.2017","Mediterrane Ratatouillesuppe"
"","esswirtschaft","","10.07.2017","Curry-Lamm-Kartoffeln mit Kichererbsen und Basmatireis"
"vegetarian","esswirtschaft","","10.07.2017","Schupfnudelpfanne mit Gemüse und frittiertem Rucola"
"","esswirtschaft","","11.07.2017","Kasselernacken mit Sauerkraut, dazu Kartoffeln"
"vegetarian","esswirtschaft","","11.07.2017","Spaghettini mit Provolone, Olivenöl und Rucola"
"","esswirtschaft","","12.07.2017","Schweinefleisch Hoi Sin mit Gemüse, dazu Mie Nudeln"
"vegetarian","esswirtschaft","","12.07.2017","Leichtes Gemüsecurry mit Shiitake-Pilzen und Basmatireis"
"","esswirtschaft","","13.07.2017","Jägerschnitzel mit Tomatensauce und Spiralnudeln"
"vegetarian","esswirtschaft","","13.07.2017","Lauch-Zwiebel-Quiche mit Rauke und Parmesan"
"","esswirtschaft","","14.07.2017","Hokifilet Müllerinnen Art  in Honig-Senf-Sauce, dazu Reis"
"vegan;vegetarian","esswirtschaft","","14.07.2017","Ragout von mediterranem Gemüse mit Rosmarin-kartoffeln und Rucolasalat"
