"business","location","ingredients","date","dish","price"
"Suppencult","Alexanderplatz","","25.08.2017","Birnen - Walnusssalat mit Pennenudeln, Hirtenkäse, Rucola, Eisbergsalat, Tomaten, Gurken, Birnenstücken und einem hausgemachten Walnussdressing","5,40/5,80"
"Suppencult","Alexanderplatz","","21.08.2017","Verschiedene Blattsalate mit Hirtenkäse, Rucola, Sprossen, Erdbeeren, Sonnenblumenkernen und einer Kräuter Vinaigrette, auf Wunsch mit Hähnchenbrustfilet","5,40/5,80"
"Suppencult","Alexanderplatz","","22.08.2017","Verschiedene Blattsalate mit Hirtenkäse, Rucola, Sprossen, Erdbeeren, Sonnenblumenkernen und einer Kräuter Vinaigrette, auf Wunsch mit Hähnchenbrustfilet","5,40/5,80"
"Suppencult","Alexanderplatz","","23.08.2017","Verschiedene Blattsalate mit Hirtenkäse, Rucola, Sprossen, Erdbeeren, Sonnenblumenkernen und einer Kräuter Vinaigrette, auf Wunsch mit Hähnchenbrustfilet","5,40/5,80"
"Suppencult","Alexanderplatz","","24.08.2017","Verschiedene Blattsalate mit Hirtenkäse, Rucola, Sprossen, Erdbeeren, Sonnenblumenkernen und einer Kräuter Vinaigrette, auf Wunsch mit Hähnchenbrustfilet","5,40/5,80"
"Suppencult","Alexanderplatz","","25.08.2017","Verschiedene Blattsalate mit Hirtenkäse, Rucola, Sprossen, Erdbeeren, Sonnenblumenkernen und einer Kräuter Vinaigrette, auf Wunsch mit Hähnchenbrustfilet","5,40/5,80"
"Suppencult","Alexanderplatz","","21.08.2017","Sommerlicher Gemüseeintopf mit Kartoffeln, Zucchini, Blumenkohl, Möhren, Kohlrabi, einem hausgemachten Kräuterquarkdip und frischem Schnittlauch","4,30"
"Suppencult","Alexanderplatz","","22.08.2017","Sommerlicher Gemüseeintopf mit Kartoffeln, Zucchini, Blumenkohl, Möhren, Kohlrabi, einem hausgemachten Kräuterquarkdip und frischem Schnittlauch","4,30"
"Suppencult","Alexanderplatz","","23.08.2017","Sommerlicher Gemüseeintopf mit Kartoffeln, Zucchini, Blumenkohl, Möhren, Kohlrabi, einem hausgemachten Kräuterquarkdip und frischem Schnittlauch","4,30"
"Suppencult","Alexanderplatz","","24.08.2017","Sommerlicher Gemüseeintopf mit Kartoffeln, Zucchini, Blumenkohl, Möhren, Kohlrabi, einem hausgemachten Kräuterquarkdip und frischem Schnittlauch","4,30"
"Suppencult","Alexanderplatz","","25.08.2017","Sommerlicher Gemüseeintopf mit Kartoffeln, Zucchini, Blumenkohl, Möhren, Kohlrabi, einem hausgemachten Kräuterquarkdip und frischem Schnittlauch","4,30"
"Suppencult","Alexanderplatz","","21.08.2017","Rote Linsen - Kokoscrème mit Chili und frischem Koriander","4,40"
"Suppencult","Alexanderplatz","","22.08.2017","Rote Linsen - Kokoscrème mit Chili und frischem Koriander","4,40"
"Suppencult","Alexanderplatz","","23.08.2017","Rote Linsen - Kokoscrème mit Chili und frischem Koriander","4,40"
"Suppencult","Alexanderplatz","","24.08.2017","Rote Linsen - Kokoscrème mit Chili und frischem Koriander","4,40"
"Suppencult","Alexanderplatz","","25.08.2017","Rote Linsen - Kokoscrème mit Chili und frischem Koriander","4,40"
"Suppencult","Alexanderplatz","","21.08.2017","Tomaten - Paprikacrème mit Spätzle, Sahne und frischer Petersilie","4,25"
"Suppencult","Alexanderplatz","","22.08.2017","Tomaten - Paprikacrème mit Spätzle, Sahne und frischer Petersilie","4,25"
"Suppencult","Alexanderplatz","","23.08.2017","Tomaten - Paprikacrème mit Spätzle, Sahne und frischer Petersilie","4,25"
"Suppencult","Alexanderplatz","","24.08.2017","Tomaten - Paprikacrème mit Spätzle, Sahne und frischer Petersilie","4,25"
"Suppencult","Alexanderplatz","","25.08.2017","Tomaten - Paprikacrème mit Spätzle, Sahne und frischer Petersilie","4,25"
"Suppencult","Alexanderplatz","Soup","21.08.2017","Okraschka kalte Gurkensuppe mit Kartoffeln, Buttermilch, Radieschen und frischem Dill, auf Wunsch mit gekochtem Ei und Kochschinkenstreifen","4,40"
"Albert","Adlershof","Flammkuchen;Fish","24.08.2017","Flammkuchen: Thunfisch & Zwiebeln","6.00"
"Albert","Adlershof","Flammkuchen;Fish","25.08.2017","Flammkuchen: Thunfisch & Zwiebeln","6.00"
"Esswirtschaft","Adlershof","","24.08.2017","Gelbes Hühnercurry mit Sojasprossen, Frühlingslauch und Basmatireis",""
"Esswirtschaft","Adlershof","Vegetarian","24.08.2017","Klassisches Ratatouille mit Kartoffelgnocchi",""
"Esswirtschaft","Adlershof","Fish","25.08.2017","Knusperfisch mit Kräutersauce und Kartoffelpüree",""
"Esswirtschaft","Adlershof","Vegetarian","25.08.2017","Pasta Tofunese",""
"Jouis Nour","Adlershof","Bio","31.7.2017","Schnitzel mit Pfifferlings-Waldpilz-Rahmsauce, Kartoffelstampf und Tomatensalat","7.5"
"Jouis Nour","Adlershof","Vegetarian;Vegan;Bio","31.7.2017","Spaghettimit Gemüsebolognese und Sonnenblumenkernen","5.5"
"Jouis Nour","Adlershof","Vegetarian;Vegan;Bio","31.7.2017","Feuriger Paprikatopf mit Tofustückchen","4.5"
"Jouis Nour","Adlershof","Bio;Soup","1.8.2017","Thai-Gemüsesuppe mit Kokosmilch und Hähnchen","4.5"
"Jouis Nour","Adlershof","Bio","1.8.2017","Tafelspitz mit Meerrettichsauce und Fingermöhren an Salzkartoffeln","7.5"
"Jouis Nour","Adlershof","Vegetarian;Bio","1.8.2017","Griechischer Spinatauflauf mit Tzatziki und geröstetem Sesam","5.9"
"Jouis Nour","Adlershof","Vegetarian;Bio;Soup","2.8.2017","Spinatcremesuppe mit Tomatenwürfeln","4"
"Jouis Nour","Adlershof","Bio","2.8.2017","Pikanter Gulasch vom Schwein mit Waldpilzen und Salzkartoffeln","7.5"
"Jouis Nour","Adlershof","Vegetarian;Bio","2.8.2017","Pasta mit Gorgonzolasauce, Rucola und Kirschtomaten","5.5"
"Jouis Nour","Adlershof","Vegetarian;Vegan;Bio;Soup","3.8.2017","Rote Linsensuppe mit Paprikastreifen","4"
"Jouis Nour","Adlershof","Fish","3.8.2017","Gebratener Rotbarsch mit Senfsauce, Kartoffeln und Rahmgurken","7.9"
"Jouis Nour","Adlershof","Bio","3.8.2017","Polenta-Porree-Auflauf mit gerösteten Sonnenblumenkernen und Tomaten-Pesto","5.9"
"Jouis Nour","Adlershof","Vegetarian;Bio","4.8.2017","Kaltes Gurkensüppchen mit Tomaten-Kräuter-Pesto","4"
"Jouis Nour","Adlershof","Bio","4.8.2017","Geflügelbällchen mit Paprika-Tomaten-Gemüse und Kartoffelecken","7"
"Jouis Nour","Adlershof","Vegetarian;Bio","4.8.2017","Rahmspinat mit gekochten Eiern an Petersilienkartoffeln","5.5"
"Jouis Nour","Adlershof","Vegetarian;Vegan;Bio;Soup","7.8.2017","Fruchtige Kürbissuppe mit gerösteten Kürbiskernen","4"
"Jouis Nour","Adlershof","Bio","7.8.2017","Rindergeschnetzeltes in pikanter Pfeffersauce mit Langkornreis und frischen Kräutern","7.5"
"Jouis Nour","Adlershof","Vegetarian;Bio","7.8.2017","Bunte Gemüse-Gnocchipfanne an Kräuterrahm","5.9"
"Jouis Nour","Adlershof","Vegetarian;Bio;Soup","8.8.2017","Brokkolisuppe mit Tomatenwürfel und Sonnenblumenkernen","4"
"Jouis Nour","Adlershof","Bio","8.8.2017","Mini Grillhaxen mit Sellerie-Kartoffelpüree und Malzbiersauce","7.5"
"Jouis Nour","Adlershof","Vegetarian;Bio","8.8.2017","Orientalische Gemüse Cous Cous Pfanne mit Joghurt-Minz-Dip","5.9"
"Jouis Nour","Adlershof","Vegetarian;Vegan;Bio","9.8.2017","Kichererbsensüppchen mit frischen Kräutern","4"
"Jouis Nour","Adlershof","Bio","9.8.2017","Gebratene Hähnchenkeule mit Backkartoffeln, Sour Cream und Cole Slaw","7.5"
"Jouis Nour","Adlershof","Vegetarian;Bio","9.8.2017","Tagliatelle mit Pfifferling-Rahmsauce und Petersilienschmand","5.9"
"Jouis Nour","Adlershof","Bio;Soup","10.8.2017","Fleisch-Soljanka mit saurer Sahne und frischen Kräutern","5"
"Jouis Nour","Adlershof","Fish","10.8.2017","Kabeljau an Currygemüse mit Basmatireis und buntem Blattsalat","7.9"
"Jouis Nour","Adlershof","Vegetarian;Bio","10.8.2017","Spinat-Lasagne mit Frischkäsesauce","5.9"
"Jouis Nour","Adlershof","Vegetarian;Vegan;Bio","11.8.2017","Minestrone mit Knackigen Croutons","4"
"Jouis Nour","Adlershof","Bio","11.8.2017","Boulette nach Balkan Art mit Feta und Peperoni, dazu grüne Bohnen und Kartoffeln","7"
"Jouis Nour","Adlershof","Vegetarian;Bio","11.8.2017","Bulgur Gemüseüfanne mit gepufften Buchweizen und Pestosauce","5.9"
"Jouis Nour","Adlershof","Vegetarian;Vegan;Bio;Soup","14.8.2017","Süßkartoffelsuppe mit Blattspinat und Tomatenwürfeln","4"
"Jouis Nour","Adlershof","Bio","14.8.2017","Hackfleisch-Kohlpfanne mit Salzkartoffeln","7"
"Jouis Nour","Adlershof","Vegetarian;Bio","14.8.2017","Gemüseteller mit Holländischer Sauce","5.9"
"Jouis Nour","Adlershof","Vegetarian;Bio;Soup","15.8.2017","Tomatensuppe mit Basilikum-Schmand","4"
"Jouis Nour","Adlershof","Bio","15.8.2017","Gefülltes Putensteak mit Brokkoli und Kurkumareis","7.5"
"La Petite","Adlershof","","21.08.2017","TVBurger mit saftigem Beef vom Grill, hausgemachter Burgersauce, knackigem Salat, Tomaten und Zwiebeln, Käse und Gewürzgurken + American Krautsalat","6,60"
"La Petite","Adlershof","","22.08.2017","TVBurger mit saftigem Beef vom Grill, hausgemachter Burgersauce, knackigem Salat, Tomaten und Zwiebeln, Käse und Gewürzgurken + American Krautsalat","6,60"
"La Petite","Adlershof","","23.08.2017","TVBurger mit saftigem Beef vom Grill, hausgemachter Burgersauce, knackigem Salat, Tomaten und Zwiebeln, Käse und Gewürzgurken + American Krautsalat","6,60"
"La Petite","Adlershof","","24.08.2017","TVBurger mit saftigem Beef vom Grill, hausgemachter Burgersauce, knackigem Salat, Tomaten und Zwiebeln, Käse und Gewürzgurken + American Krautsalat","6,60"
"La Petite","Adlershof","","25.08.2017","TVBurger mit saftigem Beef vom Grill, hausgemachter Burgersauce, knackigem Salat, Tomaten und Zwiebeln, Käse und Gewürzgurken + American Krautsalat","6,60"
"La Petite","Adlershof","","21.08.2017","VeggieFitness Burger mit frisch gegrilltem Gemüsepatty aus sonnengereiften Gemüse, fruchtig frischer Mangosauce, Tomaten, Zwiebeln, knackiger Salat und Gewürzgurken + American Krautsalat","6,30"
"La Petite","Adlershof","","22.08.2017","VeggieFitness Burger mit frisch gegrilltem Gemüsepatty aus sonnengereiften Gemüse, fruchtig frischer Mangosauce, Tomaten, Zwiebeln, knackiger Salat und Gewürzgurken + American Krautsalat","6,30"
"La Petite","Adlershof","","23.08.2017","VeggieFitness Burger mit frisch gegrilltem Gemüsepatty aus sonnengereiften Gemüse, fruchtig frischer Mangosauce, Tomaten, Zwiebeln, knackiger Salat und Gewürzgurken + American Krautsalat","6,30"
"La Petite","Adlershof","","24.08.2017","VeggieFitness Burger mit frisch gegrilltem Gemüsepatty aus sonnengereiften Gemüse, fruchtig frischer Mangosauce, Tomaten, Zwiebeln, knackiger Salat und Gewürzgurken + American Krautsalat","6,30"
"La Petite","Adlershof","","25.08.2017","VeggieFitness Burger mit frisch gegrilltem Gemüsepatty aus sonnengereiften Gemüse, fruchtig frischer Mangosauce, Tomaten, Zwiebeln, knackiger Salat und Gewürzgurken + American Krautsalat","6,30"
"La Petite","Adlershof","","21.08.2017","Hähnchengeschnetzeltes mit Reis oder Butterspätzle","5,90"
"La Petite","Adlershof","","22.08.2017","Hähnchengeschnetzeltes mit Reis oder Butterspätzle","5,90"
"La Petite","Adlershof","","23.08.2017","Hähnchengeschnetzeltes mit Reis oder Butterspätzle","5,90"
"La Petite","Adlershof","","24.08.2017","Hähnchengeschnetzeltes mit Reis oder Butterspätzle","5,90"
"La Petite","Adlershof","","25.08.2017","Hähnchengeschnetzeltes mit Reis oder Butterspätzle","5,90"
"La Petite","Adlershof","Soup","21.08.2017","Karotten Ingwer Suppe mit Baguette","4,40"
"La Petite","Adlershof","Soup","22.08.2017","Karotten Ingwer Suppe mit Baguette","4,40"
"La Petite","Adlershof","Soup","23.08.2017","Karotten Ingwer Suppe mit Baguette","4,40"
"La Petite","Adlershof","Soup","24.08.2017","Karotten Ingwer Suppe mit Baguette","4,40"
"La Petite","Adlershof","Soup","25.08.2017","Karotten Ingwer Suppe mit Baguette","4,40"
"Suppencult","Alexanderplatz","Soup","22.08.2017","Okraschka kalte Gurkensuppe mit Kartoffeln, Buttermilch, Radieschen und frischem Dill, auf Wunsch mit gekochtem Ei und Kochschinkenstreifen","4,40"
"Suppencult","Alexanderplatz","Soup","23.08.2017","Okraschka kalte Gurkensuppe mit Kartoffeln, Buttermilch, Radieschen und frischem Dill, auf Wunsch mit gekochtem Ei und Kochschinkenstreifen","4,40"
"Suppencult","Alexanderplatz","Soup","24.08.2017","Okraschka kalte Gurkensuppe mit Kartoffeln, Buttermilch, Radieschen und frischem Dill, auf Wunsch mit gekochtem Ei und Kochschinkenstreifen","4,40"
"Suppencult","Alexanderplatz","Soup","25.08.2017","Okraschka kalte Gurkensuppe mit Kartoffeln, Buttermilch, Radieschen und frischem Dill, auf Wunsch mit gekochtem Ei und Kochschinkenstreifen","4,40"
"Suppencult","Alexanderplatz","Dessert","21.08.2017","Kalter Milchreis mit Kirschen oder Apfelmus, Zucker und Zimt","2,50/3,20"
"Suppencult","Alexanderplatz","Dessert","22.08.2017","Kalter Milchreis mit Kirschen oder Apfelmus, Zucker und Zimt","2,50/3,20"
"Suppencult","Alexanderplatz","Dessert","23.08.2017","Kalter Milchreis mit Kirschen oder Apfelmus, Zucker und Zimt","2,50/3,20"
"Suppencult","Alexanderplatz","Dessert","24.08.2017","Kalter Milchreis mit Kirschen oder Apfelmus, Zucker und Zimt","2,50/3,20"
"Suppencult","Alexanderplatz","Dessert","25.08.2017","Kalter Milchreis mit Kirschen oder Apfelmus, Zucker und Zimt","2,50/3,20"
"Suppencult","Alexanderplatz","","21.08.2017","Vanille Quarkcrème mit Beerenmus","2,50/3,20"
"Suppencult","Alexanderplatz","","22.08.2017","Vanille Quarkcrème mit Beerenmus","2,50/3,20"
"Suppencult","Alexanderplatz","","23.08.2017","Vanille Quarkcrème mit Beerenmus","2,50/3,20"
"Suppencult","Alexanderplatz","","24.08.2017","Vanille Quarkcrème mit Beerenmus","2,50/3,20"
"Suppencult","Alexanderplatz","","25.08.2017","Vanille Quarkcrème mit Beerenmus","2,50/3,20"
"Jouis Nour","Adlershof","Vegetarian;Bio","15.8.2017","Mediterrane Gemüse-Lasagne mit Buchweizen und Hausgemachtem Kräuterquark","5.9"
"Jouis Nour","Adlershof","Vegetarian;Bio","16.8.2017","Vegetarisches Chili con Soja mit Koriander und Joghurtdip","4.5"
"Jouis Nour","Adlershof","Bio","16.8.2017","Schnitzel Wiener Art mit Blumenkohlrahm und Salzkartoffeln","7.5"
"Jouis Nour","Adlershof","Vegetarian;Bio","16.8.2017","Penne Arabiatta mit Kirschtomaten und Gouda","5.9"
"Jouis Nour","Adlershof","Vegetarian;Bio;Soup","17.8.2017","Feine Erbsen-Kräutercremesuppe mit Karottenstreifen","4"
"Jouis Nour","Adlershof","Fish","17.8.2017","Forelle Müllerin Art mit Wurzelgemüse und Petersilienkartoffeln",""
"Jouis Nour","Adlershof","Vegetarian;Bio","17.8.2017","Waldpilzrisotto mit Parmesanhobel","5.9"
"Jouis Nour","Adlershof","Vegetarian;Bio","18.8.2017","Blumenkohl-Süppchen mit gerösteten Haferflocken","4"
"Jouis Nour","Adlershof","Bio","18.8.2017","Rinderboulette gefüllt mit Fetakäse an Ratatouille und Tomatenreis","7"
"Jouis Nour","Adlershof","Vegetarian;Vegan;Bio","18.8.2017","Linsen-Gemüse-Curry mit Basmatireis und Koriander","5.9"
"Jouis Nour","Adlershof","Vegetarian;Vegan;Bio;Soup","21.8.2017","Zucchinisuppe mit Infwer-Croutons","4"
"Jouis Nour","Adlershof","Bio","21.8.2017","Szegediner Gulasch mit Kartoffeln und Creme Fraiche","7.5"
"Jouis Nour","Adlershof","Vegetarian;Bio","21.8.2017","Tomatisierte Spaghetti mit Spinat, gerösteten Nüssen und geriebenem Käse","5.5"
"Jouis Nour","Adlershof","Vegetarian;Bio;Soup","22.8.2017","Beluga-Linsensuppe mit Zitronenjoghurt-Dip","4"
"Jouis Nour","Adlershof","Bio","22.8.2017","Falscher Hase mit Möhren auf Kartoffelpüree mit Dill-Joghurt-Dip","7"
"Jouis Nour","Adlershof","Vegetarian;Vegan;Bio","22.8.2017","Gemüse-Grünkern-Pfanne mit Naturreis und einer leichten Nuss-Sauce","5.9"
"Jouis Nour","Adlershof","Bio","23.8.2017","Klare Rinderbrühe mit Fadennudeln","4"
"Jouis Nour","Adlershof","Bio","23.8.2017","Putenschnitzel mit Pfifferlingsauce und Rosmarinkartoffeln","7.5"
"Jouis Nour","Adlershof","Vegetarian;Bio","23.8.2017","Schupfnudelpfanne mit Basilikumpesto und Marktgemüse","5.9"
"Jouis Nour","Adlershof","Vegetarian;Bio;Soup","24.8.2017","Cremige Rucola-Käsesuppe mit Chili-Croutons","4"
"Jouis Nour","Adlershof","Fish","24.8.2017","Gebratener Seelachs auf Mangold-Zucchinigemüse mit gebackenen Süßkartoffeln und Currysauce","7.9"
"Jouis Nour","Adlershof","Vegetarian;Bio","24.8.2017","Feuriger Couscous mit marokkanischem Gemüsetopf und Ingwer-Zimt-Dip","5.9"
"Jouis Nour","Adlershof","Vegetarian;Bio;Soup","25.8.2017","Sellerie-Cremesuppe mit Kräutern","4"
"Jouis Nour","Adlershof","Bio","25.8.2017","Rinderstreifen nach Stroganoff Art mit Salzkartoffeln","7.5"
"Jouis Nour","Adlershof","Vegetarian;Vegan;Bio","25.8.2017","Blumenkohl-Amaranth-Pfanne an Tomatensauce","5.9"
"Jouis Nour","Adlershof","Vegetarian;Bio;Soup","28.8.2017","Indische Möhrensuppe mit Orangen-Joghurt","4"
"Jouis Nour","Adlershof","Bio","28.8.2017","Puten-Gyros mit Tomaten-Paprikasauce und Vollkornreis","7.5"
"Jouis Nour","Adlershof","Vegetarian;Bio","28.8.2017","Gemüse-Kichererbsenpfanne und Joghurt-Dip","5.9"
"Jouis Nour","Adlershof","Vegetarian;Bio;Soup","29.8.2017","Kartoffel-Frischkäsesuppe mit frischem Dill","4"
"Jouis Nour","Adlershof","Bio","29.8.2017","Berliner Jägerschnitzel mit Tomatensauce und Spirelli","6.5"
"Jouis Nour","Adlershof","Vegetarian;Bio","29.8.2017","Getreide-Gemüse-Taler mit Sesamsauce und buntem Salat","5.9"
"Jouis Nour","Adlershof","Vegetarian;Bio;Soup","30.8.2017","Kürbis-Cremesuppe mit Orangen und Ingwer dazu Sesam","4"
"Jouis Nour","Adlershof","Bio","30.8.2017","Cordon Bleu vom Schwein mit Brokkoli und Kartoffelstampf","7.5"
"Jouis Nour","Adlershof","Vegetarian;Bio","30.8.2017","Farfalle mit Pilz-Ragout und Cherrytomaten dazu geriebenen Käse","5.9"
"Jouis Nour","Adlershof","Bio;Soup","31.8.2017","Berliner Erbsensuppe mit Wiener Würstchen","4.5"
"Jouis Nour","Adlershof","Fish","31.8.2017","Gebratenes Zanderfilet auf Karotten-Lauch-Rahm und Kräuterreis","7.9"
"Jouis Nour","Adlershof","Vegetarian;Bio","31.8.2017","Vollkorn-Spaghetti mit Pesto und Tomatenwürfeln","5.5"
"FOOD","Adlershof","Vegetarian","17.7.2017","Leckerer Rucola-Salat mit Champignon, Parmaschinken und Parmesan","5"
"FOOD","Adlershof","","17.7.2017","Pasta der Woche: Spätzle mit Käse, Cherrytomaten und Bacon","6"
"FOOD","Adlershof","Fish","17.7.2017","Das „Mr. Tentacles“- Sandwich mit Oktopus, Karottenpüree, Sellerie und Dill","7"
"FOOD","Adlershof","Vegetarian","18.7.2017","Leckerer Rucola-Salat mit Champignon, Parmaschinken und Parmesan","5"
"FOOD","Adlershof","","18.7.2017","Pasta der Woche: Spätzle mit Käse, Cherrytomaten und Bacon","6"
"FOOD","Adlershof","Fish","18.7.2017","Das „Mr. Tentacles“- Sandwich mit Oktopus, Karottenpüree, Sellerie und Dill","7"
"FOOD","Adlershof","Vegetarian","19.7.2017","Leckerer Rucola-Salat mit Champignon, Parmaschinken und Parmesan","5"
"FOOD","Adlershof","","19.7.2017","Pasta der Woche: Spätzle mit Käse, Cherrytomaten und Bacon","6"
"FOOD","Adlershof","Fish","19.7.2017","Das „Mr. Tentacles“- Sandwich mit Oktopus, Karottenpüree, Sellerie und Dill","7"
"FOOD","Adlershof","Vegetarian","20.7.2017","Leckerer Rucola-Salat mit Champignon, Parmaschinken und Parmesan","5"
"FOOD","Adlershof","","20.7.2017","Pasta der Woche: Spätzle mit Käse, Cherrytomaten und Bacon","6"
"FOOD","Adlershof","Fish","20.7.2017","Das „Mr. Tentacles“- Sandwich mit Oktopus, Karottenpüree, Sellerie und Dill","7"
"FOOD","Adlershof","Vegetarian","21.7.2017","Leckerer Rucola-Salat mit Champignon, Parmaschinken und Parmesan","5"
"FOOD","Adlershof","","21.7.2017","Pasta der Woche: Spätzle mit Käse, Cherrytomaten und Bacon","6"
"FOOD","Adlershof","Fish","21.7.2017","Das „Mr. Tentacles“- Sandwich mit Oktopus, Karottenpüree, Sellerie und Dill","7"
"FOOD","Adlershof","","24.7.2017","Leckerergemischter Salatmit frittierten Chicken Fingers und Vinaigrette","5"
"FOOD","Adlershof","Fish","24.7.2017","Pasta der Wochemit Pesto, Lachs und Cherrytomaten","6"
"FOOD","Adlershof","","24.7.2017","Der„Happy Taste „- Burgermit Rindfleisch, Portobello Pilzen, Emmentaler, Rucola und Mayo","7"
"FOOD","Adlershof","","25.7.2017","Leckerergemischter Salatmit frittierten Chicken Fingers und Vinaigrette","5"
"FOOD","Adlershof","Fish","25.7.2017","Pasta der Wochemit Pesto, Lachs und Cherrytomaten","6"
"FOOD","Adlershof","","25.7.2017","Der„Happy Taste „- Burgermit Rindfleisch, Portobello Pilzen, Emmentaler, Rucola und Mayo","7"
"FOOD","Adlershof","","26.7.2017","Leckerergemischter Salatmit frittierten Chicken Fingers und Vinaigrette","5"
"FOOD","Adlershof","Fish","26.7.2017","Pasta der Wochemit Pesto, Lachs und Cherrytomaten","6"
"FOOD","Adlershof","","26.7.2017","Der„Happy Taste „- Burgermit Rindfleisch, Portobello Pilzen, Emmentaler, Rucola und Mayo","7"
"FOOD","Adlershof","","27.7.2017","Leckerergemischter Salatmit frittierten Chicken Fingers und Vinaigrette","5"
"FOOD","Adlershof","Fish","27.7.2017","Pasta der Wochemit Pesto, Lachs und Cherrytomaten","6"
"FOOD","Adlershof","","27.7.2017","Der„Happy Taste „- Burgermit Rindfleisch, Portobello Pilzen, Emmentaler, Rucola und Mayo","7"
"FOOD","Adlershof","","28.7.2017","Leckerergemischter Salatmit frittierten Chicken Fingers und Vinaigrette","5"
"FOOD","Adlershof","Fish","28.7.2017","Pasta der Wochemit Pesto, Lachs und Cherrytomaten","6"
"FOOD","Adlershof","","28.7.2017","Der„Happy Taste „- Burgermit Rindfleisch, Portobello Pilzen, Emmentaler, Rucola und Mayo","7"
"FOOD","Adlershof","Fish","31.7.2017","Leckerergemischter Salatmit Thunfisch, Mais, Paprika und Vinaigrette","5"
"FOOD","Adlershof","","31.7.2017","Gnocchimit Gorgonzola und Bacon","6"
"FOOD","Adlershof","Fish","31.7.2017","Das„Club Tuna“- Sandwichmit Thunfisch, Mayo, Salat, Tomaten und Bacon","7"
"FOOD","Adlershof","Fish","1.8.2017","Leckerergemischter Salatmit Thunfisch, Mais, Paprika und Vinaigrette","5"
"FOOD","Adlershof","","1.8.2017","Gnocchimit Gorgonzola und Bacon","6"
"FOOD","Adlershof","Fish","1.8.2017","Das„Club Tuna“- Sandwichmit Thunfisch, Mayo, Salat, Tomaten und Bacon","7"
"FOOD","Adlershof","Fish","2.8.2017","Leckerergemischter Salatmit Thunfisch, Mais, Paprika und Vinaigrette","5"
"FOOD","Adlershof","","2.8.2017","Gnocchimit Gorgonzola und Bacon","6"
"FOOD","Adlershof","Fish","2.8.2017","Das„Club Tuna“- Sandwichmit Thunfisch, Mayo, Salat, Tomaten und Bacon","7"
"FOOD","Adlershof","Fish","3.8.2017","Leckerergemischter Salatmit Thunfisch, Mais, Paprika und Vinaigrette","5"
"FOOD","Adlershof","","3.8.2017","Gnocchimit Gorgonzola und Bacon","6"
"FOOD","Adlershof","Fish","3.8.2017","Das„Club Tuna“- Sandwichmit Thunfisch, Mayo, Salat, Tomaten und Bacon","7"
"FOOD","Adlershof","Fish","4.8.2017","Leckerergemischter Salatmit Thunfisch, Mais, Paprika und Vinaigrette","5"
"FOOD","Adlershof","","4.8.2017","Gnocchimit Gorgonzola und Bacon","6"
"FOOD","Adlershof","Fish","4.8.2017","Das„Club Tuna“- Sandwichmit Thunfisch, Mayo, Salat, Tomaten und Bacon","7"
"FOOD","Adlershof","Vegetarian","7.8.2017","Caprese Salat","5"
"FOOD","Adlershof","","7.8.2017","Spätzlemit Spinat und Bacon","6"
"FOOD","Adlershof","","7.8.2017","Burger der Wochemit Rindfleisch, Emmentaler, Bacon, Rucola und gegrillter Paprika","7"
"FOOD","Adlershof","Vegetarian","8.8.2017","Caprese Salat","5"
"FOOD","Adlershof","","8.8.2017","Spätzlemit Spinat und Bacon","6"
"FOOD","Adlershof","","8.8.2017","Burger der Wochemit Rindfleisch, Emmentaler, Bacon, Rucola und gegrillter Paprika","7"
"FOOD","Adlershof","Vegetarian","9.8.2017","Caprese Salat","5"
"FOOD","Adlershof","","9.8.2017","Spätzlemit Spinat und Bacon","6"
"FOOD","Adlershof","","9.8.2017","Burger der Wochemit Rindfleisch, Emmentaler, Bacon, Rucola und gegrillter Paprika","7"
"FOOD","Adlershof","Vegetarian","10.8.2017","Caprese Salat","5"
"FOOD","Adlershof","","10.8.2017","Spätzlemit Spinat und Bacon","6"
"FOOD","Adlershof","","10.8.2017","Burger der Wochemit Rindfleisch, Emmentaler, Bacon, Rucola und gegrillter Paprika","7"
"FOOD","Adlershof","Vegetarian","11.8.2017","Caprese Salat","5"
"FOOD","Adlershof","","11.8.2017","Spätzlemit Spinat und Bacon","6"
"FOOD","Adlershof","","11.8.2017","Burger der Wochemit Rindfleisch, Emmentaler, Bacon, Rucola und gegrillter Paprika","7"
"FOOD","Adlershof","Vegetarian;Vegan","14.8.2017","LeckererMix-Salatmit Tomaten, Oliven, Fontina und Habanero Dressing","5"
"FOOD","Adlershof","","14.8.2017","Pasta all’arrabbiata","6"
"FOOD","Adlershof","","14.8.2017","Das„Road toYucatán“ Sandwichmit Mortadella, Fontina und frische Habanero (red savina)","7"
"FOOD","Adlershof","Vegetarian;Vegan","15.8.2017","LeckererMix-Salatmit Tomaten, Oliven, Fontina und Habanero Dressing","5"
"FOOD","Adlershof","","15.8.2017","Pasta all’arrabbiata","6"
"FOOD","Adlershof","","15.8.2017","Das„Road toYucatán“ Sandwichmit Mortadella, Fontina und frische Habanero (red savina)","7"
"FOOD","Adlershof","Vegetarian;Vegan","16.8.2017","LeckererMix-Salatmit Tomaten, Oliven, Fontina und Habanero Dressing","5"
"FOOD","Adlershof","","16.8.2017","Pasta all’arrabbiata","6"
"FOOD","Adlershof","","16.8.2017","Das„Road toYucatán“ Sandwichmit Mortadella, Fontina und frische Habanero (red savina)","7"
"FOOD","Adlershof","Vegetarian;Vegan","17.8.2017","LeckererMix-Salatmit Tomaten, Oliven, Fontina und Habanero Dressing","5"
