"business","price","dish","ingredients","date","location"
"FOOD","5","Leckerer Rucola-Salat mit Champignon, Parmaschinken und Parmesan","Vegetarian","17.7.2017","Adlershof"
"FOOD","6","Pasta der Woche: Spätzle mit Käse, Cherrytomaten und Bacon","","17.7.2017","Adlershof"
"FOOD","7","Das „Mr. Tentacles“- Sandwich mit Oktopus, Karottenpüree, Sellerie und Dill","Fish","17.7.2017","Adlershof"
"FOOD","5","Leckerer Rucola-Salat mit Champignon, Parmaschinken und Parmesan","Vegetarian","18.7.2017","Adlershof"
"FOOD","6","Pasta der Woche: Spätzle mit Käse, Cherrytomaten und Bacon","","18.7.2017","Adlershof"
"FOOD","7","Das „Mr. Tentacles“- Sandwich mit Oktopus, Karottenpüree, Sellerie und Dill","Fish","18.7.2017","Adlershof"
"FOOD","5","Leckerer Rucola-Salat mit Champignon, Parmaschinken und Parmesan","Vegetarian","19.7.2017","Adlershof"
"FOOD","6","Pasta der Woche: Spätzle mit Käse, Cherrytomaten und Bacon","","19.7.2017","Adlershof"
"FOOD","7","Das „Mr. Tentacles“- Sandwich mit Oktopus, Karottenpüree, Sellerie und Dill","Fish","19.7.2017","Adlershof"
"FOOD","5","Leckerer Rucola-Salat mit Champignon, Parmaschinken und Parmesan","Vegetarian","20.7.2017","Adlershof"
"FOOD","6","Pasta der Woche: Spätzle mit Käse, Cherrytomaten und Bacon","","20.7.2017","Adlershof"
"FOOD","7","Das „Mr. Tentacles“- Sandwich mit Oktopus, Karottenpüree, Sellerie und Dill","Fish","20.7.2017","Adlershof"
"FOOD","5","Leckerer Rucola-Salat mit Champignon, Parmaschinken und Parmesan","Vegetarian","21.7.2017","Adlershof"
"FOOD","6","Pasta der Woche: Spätzle mit Käse, Cherrytomaten und Bacon","","21.7.2017","Adlershof"
"FOOD","7","Das „Mr. Tentacles“- Sandwich mit Oktopus, Karottenpüree, Sellerie und Dill","Fish","21.7.2017","Adlershof"
"FOOD","5","Leckerergemischter Salatmit frittierten Chicken Fingers und Vinaigrette","","24.7.2017","Adlershof"
"FOOD","6","Pasta der Wochemit Pesto, Lachs und Cherrytomaten","Fish","24.7.2017","Adlershof"
"FOOD","7","Der„Happy Taste „- Burgermit Rindfleisch, Portobello Pilzen, Emmentaler, Rucola und Mayo","","24.7.2017","Adlershof"
"FOOD","5","Leckerergemischter Salatmit frittierten Chicken Fingers und Vinaigrette","","25.7.2017","Adlershof"
"FOOD","6","Pasta der Wochemit Pesto, Lachs und Cherrytomaten","Fish","25.7.2017","Adlershof"
"FOOD","7","Der„Happy Taste „- Burgermit Rindfleisch, Portobello Pilzen, Emmentaler, Rucola und Mayo","","25.7.2017","Adlershof"
"FOOD","5","Leckerergemischter Salatmit frittierten Chicken Fingers und Vinaigrette","","26.7.2017","Adlershof"
"FOOD","6","Pasta der Wochemit Pesto, Lachs und Cherrytomaten","Fish","26.7.2017","Adlershof"
"FOOD","7","Der„Happy Taste „- Burgermit Rindfleisch, Portobello Pilzen, Emmentaler, Rucola und Mayo","","26.7.2017","Adlershof"
"FOOD","5","Leckerergemischter Salatmit frittierten Chicken Fingers und Vinaigrette","","27.7.2017","Adlershof"
"FOOD","6","Pasta der Wochemit Pesto, Lachs und Cherrytomaten","Fish","27.7.2017","Adlershof"
"FOOD","7","Der„Happy Taste „- Burgermit Rindfleisch, Portobello Pilzen, Emmentaler, Rucola und Mayo","","27.7.2017","Adlershof"
"FOOD","5","Leckerergemischter Salatmit frittierten Chicken Fingers und Vinaigrette","","28.7.2017","Adlershof"
"FOOD","6","Pasta der Wochemit Pesto, Lachs und Cherrytomaten","Fish","28.7.2017","Adlershof"
"FOOD","7","Der„Happy Taste „- Burgermit Rindfleisch, Portobello Pilzen, Emmentaler, Rucola und Mayo","","28.7.2017","Adlershof"
"FOOD","5","Leckerergemischter Salatmit Thunfisch, Mais, Paprika und Vinaigrette","Fish","31.7.2017","Adlershof"
"FOOD","6","Gnocchimit Gorgonzola und Bacon","","31.7.2017","Adlershof"
"FOOD","7","Das„Club Tuna“- Sandwichmit Thunfisch, Mayo, Salat, Tomaten und Bacon","Fish","31.7.2017","Adlershof"
"FOOD","5","Leckerergemischter Salatmit Thunfisch, Mais, Paprika und Vinaigrette","Fish","1.8.2017","Adlershof"
"FOOD","6","Gnocchimit Gorgonzola und Bacon","","1.8.2017","Adlershof"
"FOOD","7","Das„Club Tuna“- Sandwichmit Thunfisch, Mayo, Salat, Tomaten und Bacon","Fish","1.8.2017","Adlershof"
"FOOD","5","Leckerergemischter Salatmit Thunfisch, Mais, Paprika und Vinaigrette","Fish","2.8.2017","Adlershof"
"FOOD","6","Gnocchimit Gorgonzola und Bacon","","2.8.2017","Adlershof"
"FOOD","7","Das„Club Tuna“- Sandwichmit Thunfisch, Mayo, Salat, Tomaten und Bacon","Fish","2.8.2017","Adlershof"
"FOOD","5","Leckerergemischter Salatmit Thunfisch, Mais, Paprika und Vinaigrette","Fish","3.8.2017","Adlershof"
"FOOD","6","Gnocchimit Gorgonzola und Bacon","","3.8.2017","Adlershof"
"FOOD","7","Das„Club Tuna“- Sandwichmit Thunfisch, Mayo, Salat, Tomaten und Bacon","Fish","3.8.2017","Adlershof"
"FOOD","5","Leckerergemischter Salatmit Thunfisch, Mais, Paprika und Vinaigrette","Fish","4.8.2017","Adlershof"
"FOOD","6","Gnocchimit Gorgonzola und Bacon","","4.8.2017","Adlershof"
"FOOD","7","Das„Club Tuna“- Sandwichmit Thunfisch, Mayo, Salat, Tomaten und Bacon","Fish","4.8.2017","Adlershof"
"FOOD","5","Caprese Salat","Vegetarian","7.8.2017","Adlershof"
"FOOD","6","Spätzlemit Spinat und Bacon","","7.8.2017","Adlershof"
"FOOD","7","Burger der Wochemit Rindfleisch, Emmentaler, Bacon, Rucola und gegrillter Paprika","","7.8.2017","Adlershof"
"FOOD","5","Caprese Salat","Vegetarian","8.8.2017","Adlershof"
"FOOD","6","Spätzlemit Spinat und Bacon","","8.8.2017","Adlershof"
"FOOD","7","Burger der Wochemit Rindfleisch, Emmentaler, Bacon, Rucola und gegrillter Paprika","","8.8.2017","Adlershof"
"FOOD","5","Caprese Salat","Vegetarian","9.8.2017","Adlershof"
"FOOD","6","Spätzlemit Spinat und Bacon","","9.8.2017","Adlershof"
"FOOD","7","Burger der Wochemit Rindfleisch, Emmentaler, Bacon, Rucola und gegrillter Paprika","","9.8.2017","Adlershof"
"FOOD","5","Caprese Salat","Vegetarian","10.8.2017","Adlershof"
"FOOD","6","Spätzlemit Spinat und Bacon","","10.8.2017","Adlershof"
"FOOD","7","Burger der Wochemit Rindfleisch, Emmentaler, Bacon, Rucola und gegrillter Paprika","","10.8.2017","Adlershof"
"FOOD","5","Caprese Salat","Vegetarian","11.8.2017","Adlershof"
"FOOD","6","Spätzlemit Spinat und Bacon","","11.8.2017","Adlershof"
"FOOD","7","Burger der Wochemit Rindfleisch, Emmentaler, Bacon, Rucola und gegrillter Paprika","","11.8.2017","Adlershof"
