"location","price","dish","ingredients","date","business"
"Adlershof","4","Feine Erbsen-Kräutercremesuppe mit Karottenstreifen","Soup;Bio;Vegetarian","17.8.2017","Jouis Nour"
"Adlershof","","Forelle Müllerin Art mit Wurzelgemüse und Petersilienkartoffeln","Fish","17.8.2017","Jouis Nour"
"Adlershof","5.9","Waldpilzrisotto mit Parmesanhobel","Bio;Vegetarian","17.8.2017","Jouis Nour"
"Adlershof","4","Blumenkohl-Süppchen mit gerösteten Haferflocken","Bio;Vegetarian","18.8.2017","Jouis Nour"
"Adlershof","7","Rinderboulette gefüllt mit Fetakäse an Ratatouille und Tomatenreis","Bio","18.8.2017","Jouis Nour"
"Adlershof","5.9","Linsen-Gemüse-Curry mit Basmatireis und Koriander","Bio;Vegetarian;Vegan","18.8.2017","Jouis Nour"
"Adlershof","4","Zucchinisuppe mit Infwer-Croutons","Soup;Bio;Vegetarian;Vegan","21.8.2017","Jouis Nour"
"Adlershof","7.5","Szegediner Gulasch mit Kartoffeln und Creme Fraiche","Bio","21.8.2017","Jouis Nour"
"Adlershof","5.5","Tomatisierte Spaghetti mit Spinat, gerösteten Nüssen und geriebenem Käse","Bio;Vegetarian","21.8.2017","Jouis Nour"
"Adlershof","4","Beluga-Linsensuppe mit Zitronenjoghurt-Dip","Soup;Bio;Vegetarian","22.8.2017","Jouis Nour"
"Adlershof","7","Falscher Hase mit Möhren auf Kartoffelpüree mit Dill-Joghurt-Dip","Bio","22.8.2017","Jouis Nour"
"Adlershof","5.9","Gemüse-Grünkern-Pfanne mit Naturreis und einer leichten Nuss-Sauce","Bio;Vegetarian;Vegan","22.8.2017","Jouis Nour"
"Adlershof","4","Klare Rinderbrühe mit Fadennudeln","Bio","23.8.2017","Jouis Nour"
"Adlershof","7.5","Putenschnitzel mit Pfifferlingsauce und Rosmarinkartoffeln","Bio","23.8.2017","Jouis Nour"
"Adlershof","5.9","Schupfnudelpfanne mit Basilikumpesto und Marktgemüse","Bio;Vegetarian","23.8.2017","Jouis Nour"
"Adlershof","4","Cremige Rucola-Käsesuppe mit Chili-Croutons","Soup;Bio;Vegetarian","24.8.2017","Jouis Nour"
"Adlershof","7.9","Gebratener Seelachs auf Mangold-Zucchinigemüse mit gebackenen Süßkartoffeln und Currysauce","Fish","24.8.2017","Jouis Nour"
"Adlershof","5.9","Feuriger Couscous mit marokkanischem Gemüsetopf und Ingwer-Zimt-Dip","Bio;Vegetarian","24.8.2017","Jouis Nour"
"Adlershof","4","Sellerie-Cremesuppe mit Kräutern","Soup;Bio;Vegetarian","25.8.2017","Jouis Nour"
"Adlershof","7.5","Rinderstreifen nach Stroganoff Art mit Salzkartoffeln","Bio","25.8.2017","Jouis Nour"
"Adlershof","5.9","Blumenkohl-Amaranth-Pfanne an Tomatensauce","Bio;Vegetarian;Vegan","25.8.2017","Jouis Nour"
"Adlershof","4","Indische Möhrensuppe mit Orangen-Joghurt","Soup;Bio;Vegetarian","28.8.2017","Jouis Nour"
"Adlershof","7.5","Puten-Gyros mit Tomaten-Paprikasauce und Vollkornreis","Bio","28.8.2017","Jouis Nour"
"Adlershof","5.9","Gemüse-Kichererbsenpfanne und Joghurt-Dip","Bio;Vegetarian","28.8.2017","Jouis Nour"
"Adlershof","4","Kartoffel-Frischkäsesuppe mit frischem Dill","Soup;Bio;Vegetarian","29.8.2017","Jouis Nour"
"Adlershof","6.5","Berliner Jägerschnitzel mit Tomatensauce und Spirelli","Bio","29.8.2017","Jouis Nour"
"Adlershof","5.9","Getreide-Gemüse-Taler mit Sesamsauce und buntem Salat","Bio;Vegetarian","29.8.2017","Jouis Nour"
"Adlershof","4","Kürbis-Cremesuppe mit Orangen und Ingwer dazu Sesam","Soup;Bio;Vegetarian","30.8.2017","Jouis Nour"
"Adlershof","7.5","Cordon Bleu vom Schwein mit Brokkoli und Kartoffelstampf","Bio","30.8.2017","Jouis Nour"
"Adlershof","5.9","Farfalle mit Pilz-Ragout und Cherrytomaten dazu geriebenen Käse","Bio;Vegetarian","30.8.2017","Jouis Nour"
"Adlershof","4.5","Berliner Erbsensuppe mit Wiener Würstchen","Soup;Bio","31.8.2017","Jouis Nour"
"Adlershof","6,60","TVBurger mit saftigem Beef vom Grill, hausgemachter Burgersauce, knackigem Salat, Tomaten und Zwiebeln, Käse und Gewürzgurken + American Krautsalat","","14.08.2017","La Petite"
"Adlershof","6,60","TVBurger mit saftigem Beef vom Grill, hausgemachter Burgersauce, knackigem Salat, Tomaten und Zwiebeln, Käse und Gewürzgurken + American Krautsalat","","15.08.2017","La Petite"
"Adlershof","6,60","TVBurger mit saftigem Beef vom Grill, hausgemachter Burgersauce, knackigem Salat, Tomaten und Zwiebeln, Käse und Gewürzgurken + American Krautsalat","","16.08.2017","La Petite"
"Adlershof","6,60","TVBurger mit saftigem Beef vom Grill, hausgemachter Burgersauce, knackigem Salat, Tomaten und Zwiebeln, Käse und Gewürzgurken + American Krautsalat","","17.08.2017","La Petite"
"Adlershof","6,60","TVBurger mit saftigem Beef vom Grill, hausgemachter Burgersauce, knackigem Salat, Tomaten und Zwiebeln, Käse und Gewürzgurken + American Krautsalat","","18.08.2017","La Petite"
"Adlershof","6,30","VeggieFitness Burger mit frisch gegrilltem Gemüsepatty aus sonnengereiften Gemüse, fruchtig frischer Mangosauce, Tomaten, Zwiebeln, knackiger Salat und Gewürzgurken + American Krautsalat","","14.08.2017","La Petite"
"Adlershof","6,30","VeggieFitness Burger mit frisch gegrilltem Gemüsepatty aus sonnengereiften Gemüse, fruchtig frischer Mangosauce, Tomaten, Zwiebeln, knackiger Salat und Gewürzgurken + American Krautsalat","","15.08.2017","La Petite"
"Adlershof","6,30","VeggieFitness Burger mit frisch gegrilltem Gemüsepatty aus sonnengereiften Gemüse, fruchtig frischer Mangosauce, Tomaten, Zwiebeln, knackiger Salat und Gewürzgurken + American Krautsalat","","16.08.2017","La Petite"
"Adlershof","6,30","VeggieFitness Burger mit frisch gegrilltem Gemüsepatty aus sonnengereiften Gemüse, fruchtig frischer Mangosauce, Tomaten, Zwiebeln, knackiger Salat und Gewürzgurken + American Krautsalat","","17.08.2017","La Petite"
"Adlershof","6,30","VeggieFitness Burger mit frisch gegrilltem Gemüsepatty aus sonnengereiften Gemüse, fruchtig frischer Mangosauce, Tomaten, Zwiebeln, knackiger Salat und Gewürzgurken + American Krautsalat","","18.08.2017","La Petite"
"Adlershof","5,80","Grillhackbällchen in Champignonsauce mit Reis oder Kartoffelpüree","","14.08.2017","La Petite"
"Adlershof","5,80","Grillhackbällchen in Champignonsauce mit Reis oder Kartoffelpüree","","15.08.2017","La Petite"
"Adlershof","5,80","Grillhackbällchen in Champignonsauce mit Reis oder Kartoffelpüree","","16.08.2017","La Petite"
"Adlershof","5,80","Grillhackbällchen in Champignonsauce mit Reis oder Kartoffelpüree","","17.08.2017","La Petite"
"Adlershof","5,80","Grillhackbällchen in Champignonsauce mit Reis oder Kartoffelpüree","","18.08.2017","La Petite"
"Adlershof","5,40","Matjesfilet in Remouladensauce mit Pellkartoffeln und Salat","","14.08.2017","La Petite"
"Adlershof","5,40","Matjesfilet in Remouladensauce mit Pellkartoffeln und Salat","","15.08.2017","La Petite"
"Adlershof","5,40","Matjesfilet in Remouladensauce mit Pellkartoffeln und Salat","","16.08.2017","La Petite"
"Adlershof","5,40","Matjesfilet in Remouladensauce mit Pellkartoffeln und Salat","","17.08.2017","La Petite"
"Adlershof","5,40","Matjesfilet in Remouladensauce mit Pellkartoffeln und Salat","","18.08.2017","La Petite"
"Adlershof","5,20","Hausgemachter Kräuterquark mit Pellkartoffeln und Salat","","14.08.2017","La Petite"
"Adlershof","5,20","Hausgemachter Kräuterquark mit Pellkartoffeln und Salat","","15.08.2017","La Petite"
"Adlershof","5,20","Hausgemachter Kräuterquark mit Pellkartoffeln und Salat","","16.08.2017","La Petite"
"Adlershof","5,20","Hausgemachter Kräuterquark mit Pellkartoffeln und Salat","","17.08.2017","La Petite"
"Adlershof","5,20","Hausgemachter Kräuterquark mit Pellkartoffeln und Salat","","18.08.2017","La Petite"
"Adlershof","7.9","Gebratenes Zanderfilet auf Karotten-Lauch-Rahm und Kräuterreis","Fish","31.8.2017","Jouis Nour"
"Adlershof","5.5","Vollkorn-Spaghetti mit Pesto und Tomatenwürfeln","Bio;Vegetarian","31.8.2017","Jouis Nour"
"Adlershof","5","Leckerer Rucola-Salat mit Champignon, Parmaschinken und Parmesan","Vegetarian","17.7.2017","FOOD"
"Adlershof","6","Pasta der Woche: Spätzle mit Käse, Cherrytomaten und Bacon","","17.7.2017","FOOD"
"Adlershof","7","Das „Mr. Tentacles“- Sandwich mit Oktopus, Karottenpüree, Sellerie und Dill","Fish","17.7.2017","FOOD"
"Adlershof","5","Leckerer Rucola-Salat mit Champignon, Parmaschinken und Parmesan","Vegetarian","18.7.2017","FOOD"
"Adlershof","6","Pasta der Woche: Spätzle mit Käse, Cherrytomaten und Bacon","","18.7.2017","FOOD"
"Adlershof","7","Das „Mr. Tentacles“- Sandwich mit Oktopus, Karottenpüree, Sellerie und Dill","Fish","18.7.2017","FOOD"
"Adlershof","5","Leckerer Rucola-Salat mit Champignon, Parmaschinken und Parmesan","Vegetarian","19.7.2017","FOOD"
"Adlershof","6","Pasta der Woche: Spätzle mit Käse, Cherrytomaten und Bacon","","19.7.2017","FOOD"
"Adlershof","7","Das „Mr. Tentacles“- Sandwich mit Oktopus, Karottenpüree, Sellerie und Dill","Fish","19.7.2017","FOOD"
"Adlershof","5","Leckerer Rucola-Salat mit Champignon, Parmaschinken und Parmesan","Vegetarian","20.7.2017","FOOD"
"Adlershof","6","Pasta der Woche: Spätzle mit Käse, Cherrytomaten und Bacon","","20.7.2017","FOOD"
"Adlershof","7","Das „Mr. Tentacles“- Sandwich mit Oktopus, Karottenpüree, Sellerie und Dill","Fish","20.7.2017","FOOD"
"Adlershof","5","Leckerer Rucola-Salat mit Champignon, Parmaschinken und Parmesan","Vegetarian","21.7.2017","FOOD"
"Adlershof","6","Pasta der Woche: Spätzle mit Käse, Cherrytomaten und Bacon","","21.7.2017","FOOD"
"Adlershof","7","Das „Mr. Tentacles“- Sandwich mit Oktopus, Karottenpüree, Sellerie und Dill","Fish","21.7.2017","FOOD"
"Adlershof","5","Leckerergemischter Salatmit frittierten Chicken Fingers und Vinaigrette","","24.7.2017","FOOD"
"Adlershof","6","Pasta der Wochemit Pesto, Lachs und Cherrytomaten","Fish","24.7.2017","FOOD"
"Adlershof","7","Der„Happy Taste „- Burgermit Rindfleisch, Portobello Pilzen, Emmentaler, Rucola und Mayo","","24.7.2017","FOOD"
"Adlershof","5","Leckerergemischter Salatmit frittierten Chicken Fingers und Vinaigrette","","25.7.2017","FOOD"
"Adlershof","6","Pasta der Wochemit Pesto, Lachs und Cherrytomaten","Fish","25.7.2017","FOOD"
"Adlershof","7","Der„Happy Taste „- Burgermit Rindfleisch, Portobello Pilzen, Emmentaler, Rucola und Mayo","","25.7.2017","FOOD"
"Adlershof","5","Leckerergemischter Salatmit frittierten Chicken Fingers und Vinaigrette","","26.7.2017","FOOD"
"Adlershof","6","Pasta der Wochemit Pesto, Lachs und Cherrytomaten","Fish","26.7.2017","FOOD"
"Adlershof","7","Der„Happy Taste „- Burgermit Rindfleisch, Portobello Pilzen, Emmentaler, Rucola und Mayo","","26.7.2017","FOOD"
"Adlershof","5","Leckerergemischter Salatmit frittierten Chicken Fingers und Vinaigrette","","27.7.2017","FOOD"
"Adlershof","6","Pasta der Wochemit Pesto, Lachs und Cherrytomaten","Fish","27.7.2017","FOOD"
"Adlershof","7","Der„Happy Taste „- Burgermit Rindfleisch, Portobello Pilzen, Emmentaler, Rucola und Mayo","","27.7.2017","FOOD"
"Adlershof","5","Leckerergemischter Salatmit frittierten Chicken Fingers und Vinaigrette","","28.7.2017","FOOD"
"Adlershof","6","Pasta der Wochemit Pesto, Lachs und Cherrytomaten","Fish","28.7.2017","FOOD"
"Adlershof","7","Der„Happy Taste „- Burgermit Rindfleisch, Portobello Pilzen, Emmentaler, Rucola und Mayo","","28.7.2017","FOOD"
"Adlershof","5","Leckerergemischter Salatmit Thunfisch, Mais, Paprika und Vinaigrette","Fish","31.7.2017","FOOD"
"Adlershof","6","Gnocchimit Gorgonzola und Bacon","","31.7.2017","FOOD"
"Adlershof","7","Das„Club Tuna“- Sandwichmit Thunfisch, Mayo, Salat, Tomaten und Bacon","Fish","31.7.2017","FOOD"
"Adlershof","5","Leckerergemischter Salatmit Thunfisch, Mais, Paprika und Vinaigrette","Fish","1.8.2017","FOOD"
"Adlershof","6","Gnocchimit Gorgonzola und Bacon","","1.8.2017","FOOD"
"Adlershof","7","Das„Club Tuna“- Sandwichmit Thunfisch, Mayo, Salat, Tomaten und Bacon","Fish","1.8.2017","FOOD"
"Adlershof","5","Leckerergemischter Salatmit Thunfisch, Mais, Paprika und Vinaigrette","Fish","2.8.2017","FOOD"
"Adlershof","6","Gnocchimit Gorgonzola und Bacon","","2.8.2017","FOOD"
"Adlershof","7","Das„Club Tuna“- Sandwichmit Thunfisch, Mayo, Salat, Tomaten und Bacon","Fish","2.8.2017","FOOD"
"Adlershof","5","Leckerergemischter Salatmit Thunfisch, Mais, Paprika und Vinaigrette","Fish","3.8.2017","FOOD"
"Adlershof","6","Gnocchimit Gorgonzola und Bacon","","3.8.2017","FOOD"
"Adlershof","7","Das„Club Tuna“- Sandwichmit Thunfisch, Mayo, Salat, Tomaten und Bacon","Fish","3.8.2017","FOOD"
"Adlershof","5","Leckerergemischter Salatmit Thunfisch, Mais, Paprika und Vinaigrette","Fish","4.8.2017","FOOD"
"Adlershof","6","Gnocchimit Gorgonzola und Bacon","","4.8.2017","FOOD"
"Adlershof","7","Das„Club Tuna“- Sandwichmit Thunfisch, Mayo, Salat, Tomaten und Bacon","Fish","4.8.2017","FOOD"
"Adlershof","5","Caprese Salat","Vegetarian","7.8.2017","FOOD"
"Adlershof","6","Spätzlemit Spinat und Bacon","","7.8.2017","FOOD"
"Adlershof","7","Burger der Wochemit Rindfleisch, Emmentaler, Bacon, Rucola und gegrillter Paprika","","7.8.2017","FOOD"
"Adlershof","5","Caprese Salat","Vegetarian","8.8.2017","FOOD"
"Adlershof","6","Spätzlemit Spinat und Bacon","","8.8.2017","FOOD"
"Adlershof","7","Burger der Wochemit Rindfleisch, Emmentaler, Bacon, Rucola und gegrillter Paprika","","8.8.2017","FOOD"
"Adlershof","5","Caprese Salat","Vegetarian","9.8.2017","FOOD"
"Adlershof","6","Spätzlemit Spinat und Bacon","","9.8.2017","FOOD"
"Adlershof","7","Burger der Wochemit Rindfleisch, Emmentaler, Bacon, Rucola und gegrillter Paprika","","9.8.2017","FOOD"
"Adlershof","5","Caprese Salat","Vegetarian","10.8.2017","FOOD"
"Adlershof","6","Spätzlemit Spinat und Bacon","","10.8.2017","FOOD"
"Adlershof","7","Burger der Wochemit Rindfleisch, Emmentaler, Bacon, Rucola und gegrillter Paprika","","10.8.2017","FOOD"
"Adlershof","5","Caprese Salat","Vegetarian","11.8.2017","FOOD"
"Adlershof","6","Spätzlemit Spinat und Bacon","","11.8.2017","FOOD"
"Adlershof","7","Burger der Wochemit Rindfleisch, Emmentaler, Bacon, Rucola und gegrillter Paprika","","11.8.2017","FOOD"
"Adlershof","5","LeckererMix-Salatmit Tomaten, Oliven, Fontina und Habanero Dressing","Vegetarian;Vegan","14.8.2017","FOOD"
"Adlershof","6","Pasta all’arrabbiata","","14.8.2017","FOOD"
"Adlershof","7","Das„Road toYucatán“ Sandwichmit Mortadella, Fontina und frische Habanero (red savina)","","14.8.2017","FOOD"
"Adlershof","5","LeckererMix-Salatmit Tomaten, Oliven, Fontina und Habanero Dressing","Vegetarian;Vegan","15.8.2017","FOOD"
"Adlershof","6","Pasta all’arrabbiata","","15.8.2017","FOOD"
"Adlershof","7","Das„Road toYucatán“ Sandwichmit Mortadella, Fontina und frische Habanero (red savina)","","15.8.2017","FOOD"
"Adlershof","5","LeckererMix-Salatmit Tomaten, Oliven, Fontina und Habanero Dressing","Vegetarian;Vegan","16.8.2017","FOOD"
"Adlershof","6","Pasta all’arrabbiata","","16.8.2017","FOOD"
"Adlershof","7","Das„Road toYucatán“ Sandwichmit Mortadella, Fontina und frische Habanero (red savina)","","16.8.2017","FOOD"
"Adlershof","5","LeckererMix-Salatmit Tomaten, Oliven, Fontina und Habanero Dressing","Vegetarian;Vegan","17.8.2017","FOOD"
"Adlershof","6","Pasta all’arrabbiata","","17.8.2017","FOOD"
"Adlershof","7","Das„Road toYucatán“ Sandwichmit Mortadella, Fontina und frische Habanero (red savina)","","17.8.2017","FOOD"
"location","business","price","dish","ingredients","date"
"Adlershof","Cafe Campus","4.90","Spinat Quiche","","14.08.2017"
"Adlershof","Cafe Campus","4.90","Spinat Quiche","","15.08.2017"
"Adlershof","Cafe Campus","4.90","Spinat Quiche","","16.08.2017"
"Adlershof","Cafe Campus","4.90","Spinat Quiche","","17.08.2017"
"Adlershof","Cafe Campus","4.90","Spinat Quiche","","18.08.2017"
"Adlershof","Cafe Campus","4.90","Berliner Kartoffelsuppe mit Bockwurst","Soup","14.08.2017"
"Adlershof","Cafe Campus","4.90","Berliner Kartoffelsuppe mit Bockwurst","Soup","15.08.2017"
"Adlershof","Cafe Campus","4.90","Berliner Kartoffelsuppe mit Bockwurst","Soup","16.08.2017"
"Adlershof","Cafe Campus","4.90","Berliner Kartoffelsuppe mit Bockwurst","Soup","17.08.2017"
"Adlershof","Cafe Campus","4.90","Berliner Kartoffelsuppe mit Bockwurst","Soup","18.08.2017"
"Adlershof","Cafe Campus","5.90","Käsespätzle mit Schinken und Röstzwiebeln","","14.08.2017"
"Adlershof","Cafe Campus","5.90","Käsespätzle mit Schinken und Röstzwiebeln","","15.08.2017"
"Adlershof","Cafe Campus","5.90","Käsespätzle mit Schinken und Röstzwiebeln","","16.08.2017"
"Adlershof","Cafe Campus","5.90","Käsespätzle mit Schinken und Röstzwiebeln","","17.08.2017"
"Adlershof","Cafe Campus","5.90","Käsespätzle mit Schinken und Röstzwiebeln","","18.08.2017"
"Adlershof","Cafe Campus","5.90","Kapernklopse mit Petersilienkartoffeln","","14.08.2017"
"Adlershof","Cafe Campus","5.90","Kapernklopse mit Petersilienkartoffeln","","15.08.2017"
"Adlershof","Cafe Campus","5.90","Kapernklopse mit Petersilienkartoffeln","","16.08.2017"
"Adlershof","Cafe Campus","5.90","Kapernklopse mit Petersilienkartoffeln","","17.08.2017"
"Adlershof","Cafe Campus","5.90","Kapernklopse mit Petersilienkartoffeln","","18.08.2017"
"Adlershof","Cafe Campus","7.90","Räucherlachs mit Rösti und Sahnemeerrettich","Fish","14.08.2017"
"Adlershof","Cafe Campus","7.90","Räucherlachs mit Rösti und Sahnemeerrettich","Fish","15.08.2017"
"Adlershof","Cafe Campus","7.90","Räucherlachs mit Rösti und Sahnemeerrettich","Fish","16.08.2017"
"Adlershof","Cafe Campus","7.90","Räucherlachs mit Rösti und Sahnemeerrettich","Fish","17.08.2017"
"Adlershof","Cafe Campus","7.90","Räucherlachs mit Rösti und Sahnemeerrettich","Fish","18.08.2017"
